Borough,Rental,Homeownership,Others,Total,Completion,Completion
Brooklyn,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,7,0,26,33,No,0 
Manhattan,7,0,26,33,No,0 
Bronx,7,0,27,34,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,7,0,27,34,No,0 
Manhattan,2,0,33,35,No,0 
Bronx,37,0,0,37,No,0 
Brooklyn,37,0,0,37,No,0 
Manhattan,37,0,0,37,No,0 
Bronx,38,0,0,38,No,0 
Bronx,8,0,30,38,No,0 
Bronx,8,0,31,39,No,0 
Brooklyn,8,0,31,39,No,0 
Manhattan,39,0,0,39,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,8,0,32,40,No,0 
Brooklyn,8,0,32,40,No,0 
Brooklyn,6,0,0,6,Yes,1 
Bronx,41,0,0,41,No,0 
Bronx,10,0,31,41,No,0 
Bronx,9,0,32,41,No,0 
Bronx,42,0,0,42,No,0 
Brooklyn,9,0,33,42,No,0 
Bronx,9,0,35,44,No,0 
Brooklyn,8,0,0,8,Yes,1 
Bronx,45,0,0,45,No,0 
Brooklyn,8,0,0,8,Yes,1 
Bronx,45,0,0,45,No,0 
Bronx,48,0,0,48,No,0 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Bronx,49,0,0,49,No,0 
Manhattan,9,0,0,9,Yes,1 
Manhattan,10,0,39,49,No,0 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,10,0,40,50,No,0 
Queens,10,0,40,50,No,0 
Brooklyn,51,0,0,51,No,0 
Staten Island,0,1,0,1,Yes,1 
Bronx,52,0,0,52,No,0 
Manhattan,6,0,21,27,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,4,0,48,52,No,0 
Bronx,53,0,0,53,No,0 
Bronx,11,0,42,53,No,0 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,54,0,0,54,No,0 
Brooklyn,0,2,0,2,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,11,0,44,55,No,0 
Brooklyn,55,0,0,55,No,0 
Brooklyn,52,0,0,52,Yes,1 
Brooklyn,52,0,0,52,Yes,1 
Manhattan,0,11,44,55,No,0 
Brooklyn,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,57,0,0,57,No,0 
Bronx,57,0,0,57,No,0 
Brooklyn,12,0,45,57,No,0 
Brooklyn,57,0,0,57,No,0 
Bronx,31,0,0,31,Yes,1 
Bronx,54,0,0,54,Yes,1 
Brooklyn,58,0,0,58,No,0 
Brooklyn,58,0,0,58,No,0 
Bronx,59,0,0,59,No,0 
Bronx,60,0,0,60,No,0 
Brooklyn,0,1,0,1,Yes,1 
Bronx,60,0,0,60,No,0 
Bronx,12,0,48,60,No,0 
Brooklyn,60,0,0,60,No,0 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,62,0,0,62,No,0 
Manhattan,13,0,49,62,No,0 
Bronx,63,0,0,63,No,0 
Brooklyn,13,0,51,64,No,0 
Brooklyn,12,0,52,64,No,0 
Manhattan,0,42,22,64,No,0 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Manhattan,16,0,51,67,No,0 
Queens,67,0,0,67,No,0 
Bronx,0,1,0,1,Yes,1 
Brooklyn,68,0,0,68,No,0 
Queens,68,0,0,68,No,0 
Bronx,69,0,0,69,No,0 
Brooklyn,14,0,56,70,No,0 
Manhattan,4,0,66,70,No,0 
Brooklyn,72,0,0,72,No,0 
Bronx,73,0,0,73,No,0 
Manhattan,73,0,0,73,No,0 
Manhattan,7,0,0,7,Yes,1 
Bronx,75,0,0,75,No,0 
Brooklyn,15,0,60,75,No,0 
Brooklyn,15,0,60,75,No,0 
Manhattan,12,0,63,75,No,0 
Manhattan,75,0,0,75,No,0 
Manhattan,3,0,72,75,No,0 
Brooklyn,77,0,1,78,No,0 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Manhattan,92,0,0,92,Yes,1 
Bronx,80,0,0,80,No,0 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,16,0,64,80,No,0 
Staten Island,80,0,0,80,No,0 
Bronx,81,0,0,81,No,0 
Brooklyn,17,0,64,81,No,0 
Staten Island,81,0,0,81,No,0 
Bronx,82,0,0,82,No,0 
Bronx,81,0,1,82,No,0 
Bronx,84,0,0,84,No,0 
Manhattan,0,1,0,1,Yes,1 
Queens,85,0,0,85,No,0 
Brooklyn,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,18,0,68,86,No,0 
Bronx,18,0,70,88,No,0 
Manhattan,18,0,70,88,No,0 
Bronx,89,0,0,89,No,0 
Brooklyn,89,0,0,89,No,0 
Queens,89,0,0,89,No,0 
Bronx,90,0,0,90,No,0 
Brooklyn,90,0,0,90,No,0 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,90,0,0,90,No,0 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,12,0,79,91,No,0 
Queens,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,19,0,74,93,No,0 
Manhattan,93,0,0,93,No,0 
Bronx,94,0,0,94,No,0 
Bronx,94,0,0,94,No,0 
Bronx,94,0,0,94,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,94,0,0,94,No,0 
Manhattan,19,0,76,95,No,0 
Bronx,96,0,0,96,No,0 
Brooklyn,20,0,76,96,No,0 
Bronx,0,1,0,1,Yes,1 
Bronx,31,0,0,31,Yes,1 
Brooklyn,20,0,79,99,No,0 
Bronx,100,0,0,100,No,0 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,0,3,0,3,Yes,1 
Manhattan,9,0,0,9,Yes,1 
Bronx,102,0,0,102,No,0 
Brooklyn,102,0,0,102,No,0 
Brooklyn,102,0,1,103,No,0 
Manhattan,103,0,0,103,No,0 
Queens,21,0,82,103,No,0 
Brooklyn,21,0,84,105,No,0 
Brooklyn,10,0,95,105,No,0 
Manhattan,106,0,0,106,No,0 
Staten Island,0,1,0,1,Yes,1 
Bronx,108,0,0,108,No,0 
Manhattan,22,0,86,108,No,0 
Manhattan,22,0,88,110,No,0 
Bronx,112,0,0,112,No,0 
Bronx,114,0,0,114,No,0 
Bronx,114,0,0,114,No,0 
Manhattan,23,0,91,114,No,0 
Manhattan,23,0,91,114,No,0 
Staten Island,0,1,0,1,Yes,1 
Staten Island,24,0,91,115,No,0 
Manhattan,116,0,0,116,No,0 
Bronx,118,0,0,118,No,0 
Bronx,118,0,0,118,No,0 
Bronx,24,0,94,118,No,0 
Bronx,120,0,0,120,No,0 
Bronx,120,0,0,120,No,0 
Brooklyn,24,0,96,120,No,0 
Manhattan,24,0,96,120,No,0 
Bronx,7,0,0,7,Yes,1 
Bronx,123,0,0,123,No,0 
Brooklyn,50,0,73,123,No,0 
Brooklyn,123,0,0,123,No,0 
Manhattan,0,9,114,123,No,0 
Bronx,124,0,0,124,No,0 
Brooklyn,25,0,100,125,No,0 
Bronx,126,0,0,126,No,0 
Bronx,126,0,0,126,No,0 
Queens,127,0,0,127,No,0 
Manhattan,15,0,0,15,Yes,1 
Queens,130,0,0,130,No,0 
Brooklyn,19,0,112,131,No,0 
Bronx,133,0,0,133,No,0 
Bronx,134,0,0,134,No,0 
Brooklyn,27,0,108,135,No,0 
Brooklyn,135,0,0,135,No,0 
Brooklyn,135,0,0,135,No,0 
Bronx,136,0,0,136,No,0 
Bronx,16,0,0,16,Yes,1 
Bronx,136,0,0,136,No,0 
Brooklyn,16,0,120,136,No,0 
Bronx,20,0,0,20,Yes,1 
Bronx,140,0,0,140,No,0 
Brooklyn,140,0,0,140,No,0 
Brooklyn,28,0,114,142,No,0 
Bronx,27,0,0,27,Yes,1 
Brooklyn,144,0,0,144,No,0 
Brooklyn,146,0,0,146,No,0 
Brooklyn,30,0,117,147,No,0 
Brooklyn,151,0,0,151,No,0 
Bronx,30,0,0,30,Yes,1 
Bronx,34,0,0,34,Yes,1 
Bronx,36,0,0,36,Yes,1 
Bronx,153,0,0,153,No,0 
Bronx,153,0,0,153,No,0 
Manhattan,153,0,0,153,No,0 
Bronx,154,0,0,154,No,0 
Queens,154,0,0,154,No,0 
Bronx,157,0,0,157,No,0 
Brooklyn,32,0,125,157,No,0 
Bronx,159,0,0,159,No,0 
Manhattan,160,0,0,160,No,0 
Bronx,161,0,0,161,No,0 
Brooklyn,161,0,0,161,No,0 
Bronx,163,0,0,163,No,0 
Bronx,163,0,0,163,No,0 
Bronx,41,0,0,41,Yes,1 
Manhattan,37,0,127,164,No,0 
Brooklyn,33,0,132,165,No,0 
Bronx,167,0,0,167,No,0 
Bronx,168,0,0,168,No,0 
Queens,34,0,134,168,No,0 
Bronx,171,0,0,171,No,0 
Queens,174,0,0,174,No,0 
Bronx,175,0,0,175,No,0 
Bronx,175,0,0,175,No,0 
Brooklyn,35,0,140,175,No,0 
Queens,35,0,140,175,No,0 
Bronx,42,0,0,42,Yes,1 
Manhattan,179,0,0,179,No,0 
Bronx,181,0,0,181,No,0 
Bronx,189,0,0,189,No,0 
Bronx,190,0,0,190,No,0 
Brooklyn,38,0,152,190,No,0 
Manhattan,65,0,126,191,No,0 
Manhattan,98,0,97,195,No,0 
Brooklyn,40,0,157,197,No,0 
Bronx,199,0,0,199,No,0 
Brooklyn,200,0,0,200,No,0 
Brooklyn,200,0,0,200,No,0 
Bronx,35,8,0,43,Yes,1 
Manhattan,204,0,1,205,No,0 
Manhattan,104,0,107,211,No,0 
Bronx,212,0,0,212,No,0 
Manhattan,49,0,165,214,No,0 
Bronx,215,0,0,215,No,0 
Bronx,215,0,0,215,No,0 
Bronx,218,0,0,218,No,0 
Bronx,223,0,0,223,No,0 
Manhattan,45,0,178,223,No,0 
Manhattan,46,0,179,225,No,0 
Queens,232,0,0,232,No,0 
Manhattan,47,0,186,233,No,0 
Bronx,248,0,0,248,No,0 
Brooklyn,51,0,200,251,No,0 
Manhattan,50,0,201,251,No,0 
Bronx,256,0,0,256,No,0 
Manhattan,121,0,142,263,No,0 
Brooklyn,267,0,0,267,No,0 
Bronx,43,0,0,43,Yes,1 
Manhattan,64,0,208,272,No,0 
Bronx,48,0,0,48,Yes,1 
Bronx,54,0,0,54,Yes,1 
Bronx,281,0,0,281,No,0 
Bronx,54,0,0,54,Yes,1 
Bronx,54,0,0,54,Yes,1 
Bronx,57,0,0,57,Yes,1 
Brooklyn,303,0,0,303,No,0 
Bronx,305,0,0,305,No,0 
Brooklyn,73,0,290,363,No,0 
Bronx,366,0,0,366,No,0 
Brooklyn,74,0,294,368,No,0 
Bronx,70,0,0,70,Yes,1 
Manhattan,39,0,0,39,Yes,1 
Queens,380,0,0,380,No,0 
Manhattan,79,0,313,392,No,0 
Manhattan,400,0,0,400,No,0 
Queens,81,0,324,405,No,0 
Manhattan,39,0,0,39,Yes,1 
Manhattan,87,0,342,429,No,0 
Manhattan,87,0,343,430,No,0 
Brooklyn,29,0,411,440,No,0 
Brooklyn,84,0,359,443,No,0 
Brooklyn,87,0,381,468,No,0 
Manhattan,97,0,386,483,No,0 
Brooklyn,121,0,363,484,No,0 
Brooklyn,100,0,400,500,No,0 
Manhattan,40,0,0,40,Yes,1 
Brooklyn,104,0,418,522,No,0 
Queens,539,0,0,539,No,0 
Manhattan,43,0,0,43,Yes,1 
Manhattan,156,0,490,646,No,0 
Manhattan,43,0,0,43,Yes,1 
Brooklyn,143,0,571,714,No,0 
Manhattan,43,0,0,43,Yes,1 
Manhattan,160,0,601,761,No,0 
Manhattan,169,0,675,844,No,0 
Queens,195,0,779,974,No,0 
Manhattan,206,0,822,1028,No,0 
Manhattan,59,0,1116,1175,No,0 
Manhattan,43,0,0,43,Yes,1 
Manhattan,51,0,0,51,Yes,1 
Manhattan,51,0,0,51,Yes,1 
Manhattan,52,0,0,52,Yes,1 
Manhattan,52,0,0,52,Yes,1 
Manhattan,52,0,0,52,Yes,1 
Manhattan,52,0,0,52,Yes,1 
Manhattan,52,0,0,52,Yes,1 
Manhattan,52,0,0,52,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Brooklyn,0,1,0,1,No,0 
Brooklyn,0,1,0,1,No,0 
Brooklyn,0,1,0,1,No,0 
Brooklyn,1,0,0,1,No,0 
Brooklyn,1,0,0,1,No,0 
Brooklyn,0,1,0,1,No,0 
Manhattan,53,0,0,53,Yes,1 
Manhattan,79,0,0,79,Yes,1 
Manhattan,79,0,0,79,Yes,1 
Manhattan,79,0,0,79,Yes,1 
Manhattan,80,0,0,80,Yes,1 
Manhattan,80,0,0,80,Yes,1 
Manhattan,80,0,0,80,Yes,1 
Manhattan,86,0,0,86,Yes,1 
Manhattan,93,0,0,93,Yes,1 
Manhattan,93,0,0,93,Yes,1 
Manhattan,93,0,0,93,Yes,1 
Manhattan,93,0,0,93,Yes,1 
Manhattan,121,0,0,121,Yes,1 
Manhattan,126,0,0,126,Yes,1 
Manhattan,128,0,0,128,Yes,1 
Manhattan,128,0,0,128,Yes,1 
Manhattan,134,0,0,134,Yes,1 
Manhattan,140,0,0,140,Yes,1 
Manhattan,140,0,0,140,Yes,1 
Manhattan,140,0,0,140,Yes,1 
Manhattan,140,0,0,140,Yes,1 
Manhattan,140,0,0,140,Yes,1 
Manhattan,140,0,0,140,Yes,1 
Manhattan,170,0,0,170,Yes,1 
Manhattan,185,0,0,185,Yes,1 
Manhattan,187,0,0,187,Yes,1 
Manhattan,212,0,0,212,Yes,1 
Manhattan,212,0,0,212,Yes,1 
Manhattan,229,0,0,229,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Manhattan,30,0,0,30,Yes,1 
Bronx,139,0,0,139,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,1,0,0,1,No,0 
Manhattan,1,0,0,1,No,0 
Manhattan,1,0,0,1,No,0 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Brooklyn,3,0,0,3,Yes,1 
Manhattan,0,11,0,11,Yes,1 
Bronx,59,0,0,59,Yes,1 
Manhattan,82,0,21,103,Yes,1 
Manhattan,81,0,22,103,Yes,1 
Manhattan,160,0,41,201,Yes,1 
Manhattan,162,0,43,205,Yes,1 
Manhattan,164,0,42,206,Yes,1 
Manhattan,163,0,43,206,Yes,1 
Manhattan,164,0,42,206,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,37,0,0,37,Yes,1 
Bronx,43,0,0,43,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Manhattan,55,0,219,274,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,2,0,0,2,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,43,0,0,43,Yes,1 
Brooklyn,359,0,0,359,Yes,1 
Brooklyn,359,0,0,359,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Bronx,8,0,0,8,Yes,1 
Bronx,8,0,0,8,Yes,1 
Bronx,8,0,0,8,Yes,1 
Bronx,8,0,0,8,Yes,1 
Bronx,36,0,0,36,Yes,1 
Manhattan,20,0,0,20,Yes,1 
Manhattan,36,0,0,36,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Manhattan,135,0,0,135,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,No,0 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Bronx,0,43,0,43,Yes,1 
Bronx,0,51,0,51,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Manhattan,20,0,0,20,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Manhattan,4,0,0,4,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Manhattan,7,0,0,7,Yes,1 
Manhattan,8,0,0,8,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Manhattan,13,0,0,13,Yes,1 
Queens,0,1,0,1,No,0 
Manhattan,17,0,0,17,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,No,0 
Brooklyn,0,2,0,2,Yes,1 
Queens,0,1,0,1,No,0 
Staten Island,0,1,0,1,Yes,1 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Queens,0,1,0,1,No,0 
Staten Island,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,No,0 
Queens,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,75,24,99,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,0,2,0,2,Yes,1 
Brooklyn,0,0,6,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,16,0,0,16,Yes,1 
Brooklyn,31,0,0,31,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,0,19,0,19,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Manhattan,23,0,32,55,Yes,1 
Brooklyn,0,3,0,3,Yes,1 
Bronx,2,0,0,2,No,0 
Bronx,2,0,0,2,No,0 
Bronx,0,2,0,2,No,0 
Queens,0,1,0,1,Yes,1 
Bronx,1,48,0,49,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,84,0,0,84,Yes,1 
Brooklyn,90,0,0,90,Yes,1 
Bronx,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Brooklyn,32,0,0,32,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,41,0,0,41,Yes,1 
Bronx,9,0,0,9,Yes,1 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Bronx,9,0,0,9,Yes,1 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Bronx,42,0,0,42,Yes,1 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Bronx,46,0,0,46,Yes,1 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Bronx,2,0,6,8,Yes,1 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,2,0,0,2,No,0 
Staten Island,0,1,0,1,Yes,1 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,2,0,0,2,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,0,2,0,2,No,0 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,24,0,0,24,Yes,1 
Brooklyn,36,0,0,36,Yes,1 
Brooklyn,36,0,0,36,Yes,1 
Brooklyn,18,0,0,18,Yes,1 
Bronx,50,0,0,50,Yes,1 
Bronx,50,0,0,50,Yes,1 
Bronx,50,0,0,50,Yes,1 
Manhattan,174,0,0,174,Yes,1 
Brooklyn,0,3,0,3,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Bronx,18,0,0,18,Yes,1 
Bronx,29,0,0,29,Yes,1 
Bronx,64,0,0,64,Yes,1 
Manhattan,21,0,0,21,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,0,2,0,2,Yes,1 
Brooklyn,0,3,0,3,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,18,0,0,18,Yes,1 
Manhattan,18,0,0,18,Yes,1 
Manhattan,18,0,0,18,Yes,1 
Manhattan,41,0,0,41,Yes,1 
Bronx,15,0,0,15,Yes,1 
Bronx,17,0,0,17,Yes,1 
Manhattan,18,0,0,18,Yes,1 
Manhattan,41,0,0,41,Yes,1 
Manhattan,53,0,0,53,Yes,1 
Bronx,0,1,0,1,Yes,1 
Queens,0,1,0,1,Yes,1 
Queens,53,0,0,53,Yes,1 
Queens,0,1,0,1,Yes,1 
Brooklyn,2,0,6,8,Yes,1 
Manhattan,21,0,0,21,Yes,1 
Bronx,0,1,0,1,Yes,1 
Staten Island,0,1,0,1,Yes,1 
Bronx,39,0,0,39,Yes,1 
Queens,0,2,0,2,No,0 
Bronx,43,0,0,43,Yes,1 
Brooklyn,84,0,0,84,Yes,1 
Brooklyn,84,0,0,84,Yes,1 
Bronx,0,1,0,1,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Bronx,3,0,0,3,No,0 
Bronx,0,3,0,3,No,0 
Brooklyn,29,0,0,29,Yes,1 
Brooklyn,37,0,0,37,Yes,1 
Brooklyn,42,0,0,42,Yes,1 
Brooklyn,66,0,0,66,Yes,1 
Bronx,0,1,0,1,Yes,1 
Manhattan,51,0,0,51,Yes,1 
Manhattan,10,0,0,10,Yes,1 
Brooklyn,3,0,0,3,No,0 
Brooklyn,385,0,0,385,Yes,1 
Bronx,0,2,0,2,Yes,1 
Brooklyn,2,0,0,2,Yes,1 
Brooklyn,3,0,0,3,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,4,0,0,4,Yes,1 
Brooklyn,5,0,0,5,Yes,1 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,3,0,0,3,No,0 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,6,0,0,6,Yes,1 
Brooklyn,7,0,0,7,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,8,0,0,8,Yes,1 
Brooklyn,9,0,0,9,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,12,0,0,12,Yes,1 
Brooklyn,3,0,0,3,No,0 
