Borough,Reporting Construction Type,All Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Counted Rental Units,Counted Homeownership Units,Total Units
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,Preservation,0,26,0,0,26,0,26
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,27,0,0,0,27,0,27
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,41,0,0,0,41,0,41
Bronx,Preservation,160,0,0,0,160,0,160
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,17,0,0,0,17,0,17
Bronx,Preservation,27,0,0,0,27,0,27
Bronx,Preservation,43,0,0,1,44,0,44
Bronx,Preservation,90,0,0,1,91,0,91
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,Preservation,0,0,0,0,0,0,15
Bronx,Preservation,0,0,0,0,0,0,18
Bronx,Preservation,24,0,0,0,24,0,24
Bronx,Preservation,26,0,0,0,26,0,26
Bronx,Preservation,27,0,0,0,27,0,27
Bronx,Preservation,38,0,0,0,38,0,38
Bronx,Preservation,0,0,0,0,0,0,40
Bronx,Preservation,0,0,0,0,0,0,44
Bronx,Preservation,44,0,0,0,44,0,44
Bronx,Preservation,0,0,0,0,0,0,54
Bronx,Preservation,83,0,0,1,84,0,84
Bronx,Preservation,536,0,0,0,536,0,536
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,Preservation,0,3,0,0,0,3,3
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,Preservation,31,0,0,0,31,0,31
Bronx,Preservation,35,0,0,1,36,0,36
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,Preservation,69,0,0,1,70,0,70
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,4,0,0,0,4,4
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,69,0,0,0,69,0,69
Bronx,Preservation,91,0,0,0,91,0,91
Bronx,Preservation,91,0,0,0,91,0,91
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,1,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,11,0,0,0,11,0,11
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,23,0,0,1,24,0,24
Bronx,Preservation,25,0,0,0,25,0,25
Bronx,Preservation,25,0,0,0,25,0,25
Bronx,Preservation,42,0,0,1,43,0,43
Bronx,Preservation,62,0,0,1,63,0,63
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,38,0,0,1,39,0,39
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,8,0,0,1,9,0,9
Bronx,Preservation,7,0,4,0,11,0,11
Bronx,Preservation,13,0,7,0,20,0,20
Bronx,Preservation,39,0,9,0,48,0,48
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,4,0,3,1,8,0,8
Bronx,Preservation,4,0,4,0,8,0,8
Bronx,Preservation,9,0,0,1,10,0,10
Bronx,Preservation,11,0,3,0,14,0,14
Bronx,Preservation,13,0,3,0,16,0,16
Bronx,Preservation,16,0,4,0,20,0,20
Bronx,Preservation,16,0,4,0,20,0,20
Bronx,Preservation,18,0,0,0,18,0,18
Bronx,Preservation,23,0,0,0,23,0,23
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,3,0,0,0,3,0,14
Bronx,New Construction,25,0,0,0,25,0,25
Bronx,New Construction,24,0,0,1,25,0,25
Bronx,New Construction,6,0,0,0,6,0,27
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,New Construction,28,0,0,0,28,0,28
Bronx,New Construction,30,0,0,0,30,0,30
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,7,0,0,0,7,0,33
Bronx,New Construction,7,0,0,0,7,0,34
Bronx,New Construction,32,4,0,1,37,0,37
Bronx,New Construction,38,0,0,0,38,0,38
Bronx,New Construction,8,0,0,0,8,0,38
Bronx,New Construction,8,0,0,0,8,0,39
Bronx,New Construction,8,0,0,0,8,0,40
Bronx,New Construction,40,0,0,1,41,0,41
Bronx,New Construction,10,0,0,0,10,0,41
Bronx,New Construction,9,0,0,0,9,0,41
Bronx,New Construction,41,0,0,1,42,0,42
Bronx,New Construction,9,0,0,0,9,0,44
Bronx,New Construction,16,28,0,1,45,0,45
Bronx,New Construction,44,0,0,1,45,0,45
Bronx,New Construction,48,0,0,0,48,0,48
Bronx,New Construction,43,5,0,1,49,0,49
Bronx,New Construction,46,5,0,1,52,0,52
Bronx,New Construction,27,25,0,1,53,0,53
Bronx,New Construction,11,0,0,0,11,0,53
Bronx,New Construction,11,0,0,0,11,0,55
Bronx,New Construction,26,31,0,0,57,0,57
Bronx,New Construction,57,0,0,0,57,0,57
Bronx,Preservation,31,0,0,0,31,0,31
Bronx,Preservation,54,0,0,0,54,0,54
Bronx,New Construction,58,0,0,1,59,0,59
Bronx,New Construction,59,0,0,1,60,0,60
Bronx,New Construction,59,0,0,1,60,0,60
Bronx,New Construction,12,0,0,0,12,0,60
Bronx,New Construction,62,0,0,1,63,0,63
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,68,0,0,1,69,0,69
Bronx,New Construction,18,54,0,1,73,0,73
Bronx,New Construction,74,0,0,1,75,0,75
Bronx,New Construction,80,0,0,0,80,0,80
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,80,0,0,1,81,0,81
Bronx,New Construction,82,0,0,0,82,0,82
Bronx,New Construction,81,0,0,0,81,0,82
Bronx,New Construction,83,0,0,1,84,0,84
Bronx,New Construction,18,0,0,0,18,0,88
Bronx,New Construction,88,0,0,1,89,0,89
Bronx,New Construction,90,0,0,0,90,0,90
Bronx,New Construction,51,42,0,1,94,0,94
Bronx,New Construction,93,0,0,1,94,0,94
Bronx,New Construction,24,69,0,1,94,0,94
Bronx,New Construction,95,0,0,1,96,0,96
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,30,0,0,1,31,0,31
Bronx,New Construction,99,0,0,1,100,0,100
Bronx,New Construction,101,0,0,1,102,0,102
Bronx,New Construction,107,0,0,1,108,0,108
Bronx,New Construction,111,0,0,1,112,0,112
Bronx,New Construction,75,38,0,1,114,0,114
Bronx,New Construction,100,13,0,1,114,0,114
Bronx,New Construction,117,0,0,1,118,0,118
Bronx,New Construction,93,24,0,1,118,0,118
Bronx,New Construction,24,0,0,0,24,0,118
Bronx,New Construction,119,0,0,1,120,0,120
Bronx,New Construction,119,0,0,1,120,0,120
Bronx,Preservation,7,0,0,0,7,0,7
Bronx,New Construction,114,8,0,1,123,0,123
Bronx,New Construction,123,0,0,1,124,0,124
Bronx,New Construction,125,0,0,1,126,0,126
Bronx,New Construction,125,0,0,1,126,0,126
Bronx,New Construction,132,0,0,1,133,0,133
Bronx,New Construction,106,27,0,1,134,0,134
Bronx,New Construction,135,0,0,1,136,0,136
Bronx,Preservation,14,2,0,0,16,0,16
Bronx,New Construction,110,25,0,1,136,0,136
Bronx,Preservation,19,0,0,1,20,0,20
Bronx,New Construction,138,0,0,2,140,0,140
Bronx,Preservation,27,0,0,0,27,0,27
Bronx,Preservation,29,0,0,1,30,0,30
Bronx,Preservation,34,0,0,0,34,0,34
Bronx,Preservation,35,0,0,1,36,0,36
Bronx,New Construction,153,0,0,0,153,0,153
Bronx,New Construction,126,26,0,1,153,0,153
Bronx,New Construction,153,0,0,1,154,0,154
Bronx,New Construction,156,0,0,1,157,0,157
Bronx,New Construction,158,0,0,1,159,0,159
Bronx,New Construction,160,0,0,1,161,0,161
Bronx,New Construction,123,40,0,0,163,0,163
Bronx,New Construction,162,0,0,1,163,0,163
Bronx,Preservation,40,0,0,1,41,0,41
Bronx,New Construction,149,17,0,1,167,0,167
Bronx,New Construction,167,0,0,1,168,0,168
Bronx,New Construction,170,0,0,1,171,0,171
Bronx,New Construction,175,0,0,0,175,0,175
Bronx,New Construction,174,0,0,1,175,0,175
Bronx,Preservation,40,1,0,1,42,0,42
Bronx,New Construction,181,0,0,0,181,0,181
Bronx,New Construction,169,19,0,1,189,0,189
Bronx,New Construction,183,6,0,1,190,0,190
Bronx,New Construction,198,0,0,1,199,0,199
Bronx,Preservation,42,0,0,1,35,8,43
Bronx,New Construction,169,42,0,1,212,0,212
Bronx,New Construction,160,54,0,1,215,0,215
Bronx,New Construction,214,0,0,1,215,0,215
Bronx,New Construction,217,0,0,1,218,0,218
Bronx,New Construction,179,44,0,0,223,0,223
Bronx,New Construction,247,0,0,1,248,0,248
Bronx,New Construction,129,126,0,1,256,0,256
Bronx,Preservation,42,1,0,0,43,0,43
Bronx,Preservation,47,0,0,1,48,0,48
Bronx,Preservation,51,2,0,1,54,0,54
Bronx,New Construction,213,67,0,1,281,0,281
Bronx,Preservation,54,0,0,0,54,0,54
Bronx,Preservation,52,1,0,1,54,0,54
Bronx,Preservation,55,1,0,1,57,0,57
Bronx,New Construction,288,16,0,1,305,0,305
Bronx,New Construction,365,0,0,1,366,0,366
Bronx,Preservation,68,1,0,1,70,0,70
Bronx,Preservation,139,0,0,0,139,0,139
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,59,0,0,0,59,0,59
Bronx,Preservation,36,0,0,1,37,0,37
Bronx,Preservation,42,0,0,1,43,0,43
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,1,0,0,0,0,1,1
Bronx,Preservation,43,0,0,0,43,0,43
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,36,0,0,0,36,0,36
Bronx,Preservation,42,0,0,1,0,43,43
Bronx,Preservation,51,0,0,0,0,51,51
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,2,0,0,0,2,0,2
Bronx,Preservation,1,1,0,0,2,0,2
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,Preservation,48,0,0,1,1,48,49
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,8,0,0,1,9,0,9
Bronx,Preservation,9,0,0,0,9,0,9
Bronx,Preservation,41,0,0,1,42,0,42
Bronx,Preservation,45,0,0,1,46,0,46
Bronx,New Construction,2,0,0,0,2,0,8
Bronx,Preservation,50,0,0,0,50,0,50
Bronx,Preservation,50,0,0,0,50,0,50
Bronx,Preservation,50,0,0,0,50,0,50
Bronx,Preservation,17,0,0,1,18,0,18
Bronx,Preservation,28,0,0,1,29,0,29
Bronx,Preservation,64,0,0,0,64,0,64
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,11,0,4,0,15,0,15
Bronx,Preservation,13,0,4,0,17,0,17
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,39,0,0,0,39,0,39
Bronx,Preservation,43,0,0,0,43,0,43
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,Preservation,2,1,0,0,3,0,3
Bronx,Preservation,3,0,0,0,0,3,3
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,Preservation,40,0,0,1,41,0,41
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,Preservation,31,0,0,0,31,0,31
Bronx,Preservation,36,0,0,0,36,0,36
Bronx,Preservation,38,2,0,0,40,0,40
Bronx,Preservation,59,0,0,0,59,0,59
Bronx,Preservation,59,0,0,0,59,0,59
Bronx,Preservation,3,1,0,0,4,0,4
Bronx,Preservation,1,3,0,0,4,0,4
Bronx,Preservation,47,12,0,0,59,0,59
Bronx,Preservation,61,0,0,0,61,0,61
Bronx,Preservation,61,0,0,0,61,0,61
Bronx,Preservation,61,0,0,0,61,0,61
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,85,0,0,1,86,0,86
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,1,0,0,0,0,1,1
Bronx,Preservation,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,82,0,0,0,82,0,82
Bronx,Preservation,3,0,1,1,5,0,5
Bronx,Preservation,5,0,0,0,5,0,5
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,3,0,0,0,3,3
Bronx,Preservation,56,0,0,1,57,0,57
Bronx,Preservation,6,0,0,0,6,0,6
Bronx,Preservation,6,0,0,0,6,0,6
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,79,0,0,1,80,0,80
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,50,0,0,0,50,0,51
Bronx,Preservation,53,0,0,0,53,0,55
Bronx,Preservation,82,0,0,0,82,0,83
Bronx,Preservation,102,0,0,0,102,0,103
Bronx,New Construction,153,22,0,1,176,0,176
Bronx,Preservation,39,0,0,0,39,0,39
Bronx,Preservation,39,0,0,0,39,0,39
Bronx,Preservation,38,0,0,0,38,0,39
Bronx,Preservation,39,0,0,0,39,0,39
Bronx,Preservation,39,0,0,0,39,0,40
Bronx,Preservation,39,0,0,0,39,0,40
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,60,0,0,0,60,0,60
Bronx,New Construction,86,0,0,0,86,0,86
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,57,0,0,0,57,0,152
Bronx,New Construction,94,0,0,1,95,0,152
Bronx,Preservation,7,0,0,0,7,0,7
Bronx,Preservation,7,0,0,0,7,0,7
Bronx,Preservation,207,0,0,0,207,0,207
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,5,0,3,0,8,0,8
Bronx,New Construction,11,0,0,0,11,0,11
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,New Construction,54,0,0,1,55,0,55
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,1,0,0,0,1,1
Bronx,Preservation,48,0,0,1,49,0,49
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,31,0,0,0,31,0,31
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,98,0,0,1,99,0,99
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,0,0,0,0,0,10
Bronx,Preservation,0,0,0,0,0,0,11
Bronx,Preservation,0,0,0,0,0,0,11
Bronx,Preservation,0,0,0,0,0,0,11
Bronx,Preservation,0,0,0,0,0,0,14
Bronx,Preservation,0,0,0,0,0,0,26
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,8,0,0,1,0,9,9
Bronx,Preservation,8,0,0,1,9,0,9
Bronx,Preservation,9,0,0,0,9,0,9
Bronx,Preservation,9,0,0,0,9,0,9
Bronx,Preservation,23,0,0,0,13,10,23
Bronx,Preservation,20,0,0,0,20,0,20
Bronx,Preservation,25,0,0,0,25,0,25
Bronx,Preservation,25,0,0,0,25,0,25
Bronx,Preservation,37,0,0,0,37,0,37
Bronx,Preservation,69,0,0,0,69,0,69
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,9,0,0,1,10,0,10
Bronx,Preservation,10,0,0,0,10,0,10
Bronx,Preservation,6,0,4,0,10,0,10
Bronx,Preservation,10,0,0,0,10,0,10
Bronx,Preservation,7,0,3,0,10,0,10
Bronx,Preservation,7,0,2,1,10,0,10
Bronx,Preservation,8,0,3,0,11,0,11
Bronx,Preservation,10,0,0,1,11,0,11
Bronx,Preservation,7,0,3,1,11,0,11
Bronx,Preservation,11,0,0,0,11,0,11
Bronx,Preservation,11,0,0,0,11,0,11
Bronx,New Construction,57,0,0,1,58,0,58
Bronx,Preservation,12,0,0,0,12,0,12
Bronx,Preservation,0,12,0,0,12,0,12
Bronx,Preservation,0,12,0,0,12,0,12
Bronx,Preservation,12,0,0,0,12,0,12
Bronx,Preservation,12,0,0,0,12,0,12
Bronx,Preservation,2,0,0,0,0,2,2
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,126,0,0,1,127,0,127
Bronx,New Construction,135,0,0,1,136,0,136
Bronx,New Construction,58,15,0,1,74,0,74
Bronx,Preservation,23,6,0,1,30,0,30
Bronx,New Construction,163,0,0,1,164,0,164
Bronx,Preservation,13,0,0,0,0,13,13
Bronx,Preservation,13,0,0,0,3,10,13
Bronx,Preservation,13,0,0,0,13,0,13
Bronx,New Construction,9,0,0,0,9,0,45
Bronx,Preservation,14,0,0,0,14,0,14
Bronx,Preservation,15,0,0,0,15,0,15
Bronx,Preservation,15,0,0,0,15,0,15
Bronx,Preservation,15,0,0,0,15,0,15
Bronx,Preservation,15,0,0,0,15,0,15
Bronx,Preservation,15,0,0,1,16,0,16
Bronx,Preservation,16,0,0,0,16,0,16
Bronx,Preservation,16,0,0,0,16,0,16
Bronx,Preservation,16,0,0,0,0,16,16
Bronx,Preservation,16,0,0,0,0,16,16
Bronx,Preservation,16,0,0,0,16,0,16
Bronx,New Construction,65,0,0,1,66,0,66
Bronx,Preservation,34,0,0,1,35,0,35
Bronx,Preservation,100,0,0,1,101,0,101
Bronx,Preservation,17,0,0,0,17,0,17
Bronx,Preservation,12,5,0,0,17,0,17
Bronx,Preservation,16,0,2,0,18,0,18
Bronx,Preservation,28,0,0,1,0,29,29
Bronx,New Construction,1,0,0,0,1,0,4
Bronx,New Construction,1,0,0,0,1,0,4
Bronx,Preservation,14,0,5,1,20,0,20
Bronx,Preservation,17,0,3,0,20,0,20
Bronx,Preservation,8,0,12,0,20,0,20
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,Preservation,20,0,0,0,20,0,20
Bronx,Preservation,20,0,0,0,20,0,20
Bronx,Preservation,20,0,0,0,0,20,20
Bronx,Preservation,20,0,0,0,20,0,20
Bronx,Preservation,27,0,0,1,28,0,28
Bronx,Preservation,28,0,0,0,28,0,28
Bronx,Preservation,27,0,0,1,28,0,28
Bronx,Preservation,42,0,0,1,43,0,43
Bronx,Preservation,70,0,0,1,71,0,71
Bronx,Preservation,18,0,2,1,21,0,21
Bronx,Preservation,16,0,4,1,21,0,21
Bronx,Preservation,156,0,0,1,157,0,157
Bronx,Preservation,21,0,0,0,21,0,21
Bronx,Preservation,20,0,0,1,21,0,21
Bronx,Preservation,20,0,0,1,21,0,21
Bronx,Preservation,21,0,0,0,0,21,21
Bronx,Preservation,21,0,0,0,21,0,21
Bronx,Preservation,21,0,0,0,0,21,21
Bronx,Preservation,21,0,0,1,22,0,22
Bronx,Preservation,22,0,0,0,22,0,22
Bronx,Preservation,24,0,0,0,24,0,24
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,Preservation,19,0,6,0,25,0,25
Bronx,Preservation,20,0,5,0,25,0,25
Bronx,Preservation,17,0,7,1,25,0,25
Bronx,Preservation,23,0,2,0,25,0,25
Bronx,Preservation,23,2,0,0,25,0,25
Bronx,Preservation,25,0,0,0,25,0,25
Bronx,Preservation,23,1,0,1,25,0,25
Bronx,Preservation,25,0,0,0,25,0,25
Bronx,Preservation,26,0,0,0,26,0,26
Bronx,Preservation,19,0,6,1,26,0,26
Bronx,Preservation,26,1,0,0,27,0,27
Bronx,Preservation,27,0,0,0,27,0,27
Bronx,Preservation,28,0,0,0,28,0,28
Bronx,Preservation,28,0,0,0,28,0,28
Bronx,Preservation,21,0,8,1,30,0,30
Bronx,Preservation,30,0,0,0,30,0,30
Bronx,Preservation,29,1,0,0,30,0,30
Bronx,Preservation,28,2,0,0,30,0,30
Bronx,Preservation,32,0,0,0,32,0,32
Bronx,Preservation,32,0,0,0,0,32,32
Bronx,Preservation,25,0,7,1,33,0,33
Bronx,Preservation,60,0,0,0,60,0,60
Bronx,Preservation,86,0,0,0,86,0,86
Bronx,Preservation,29,8,0,0,37,0,37
Bronx,Preservation,39,0,0,0,39,0,39
Bronx,Preservation,39,0,0,0,39,0,39
Bronx,Preservation,39,0,0,0,39,0,39
Bronx,Preservation,39,0,0,0,39,0,39
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,42,0,0,0,42,0,42
Bronx,Preservation,42,0,0,0,42,0,42
Bronx,Preservation,8,0,0,0,0,8,8
Bronx,Preservation,41,5,0,0,46,0,46
Bronx,Preservation,43,0,0,0,43,0,43
Bronx,Preservation,10,0,0,0,0,10,10
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,Preservation,3,0,0,0,0,3,3
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,44,0,0,1,45,0,45
Bronx,Preservation,45,0,0,0,45,0,45
Bronx,Preservation,44,0,0,1,45,0,45
Bronx,New Construction,128,0,0,0,128,0,128
Bronx,Preservation,45,0,0,0,45,0,45
Bronx,Preservation,48,0,0,1,49,0,49
Bronx,Preservation,46,0,0,0,46,0,46
Bronx,Preservation,45,0,0,1,46,0,46
Bronx,Preservation,41,5,0,1,47,0,47
Bronx,New Construction,7,0,0,0,7,0,34
Bronx,Preservation,48,0,0,0,48,0,48
Bronx,Preservation,49,0,0,0,49,0,49
Bronx,Preservation,50,0,0,0,50,0,50
Bronx,Preservation,50,0,0,0,50,0,50
Bronx,Preservation,51,0,0,0,51,0,51
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,52,0,0,0,52,0,52
Bronx,Preservation,51,0,0,1,52,0,52
Bronx,Preservation,11,0,0,0,11,0,11
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,19,0,0,1,20,0,20
Bronx,Preservation,1,0,0,0,0,1,1
Bronx,Preservation,1,0,0,0,0,1,1
Bronx,Preservation,3,0,0,0,0,3,3
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,0,2,0,0,0,2,2
Bronx,Preservation,52,2,0,0,54,0,54
Bronx,Preservation,52,2,0,0,54,0,54
Bronx,Preservation,25,0,0,0,25,0,25
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,Preservation,54,0,0,1,55,0,55
Bronx,Preservation,54,0,0,1,55,0,55
Bronx,Preservation,54,0,0,1,55,0,55
Bronx,Preservation,53,2,0,0,55,0,55
Bronx,Preservation,56,0,0,0,56,0,56
Bronx,Preservation,55,0,0,1,56,0,56
Bronx,New Construction,49,0,0,1,50,0,50
Bronx,Preservation,27,0,0,1,28,0,28
Bronx,Preservation,59,0,0,0,59,0,59
Bronx,Preservation,56,3,0,1,60,0,60
Bronx,Preservation,53,6,0,1,60,0,60
Bronx,Preservation,60,0,0,1,61,0,61
Bronx,Preservation,60,0,0,1,61,0,61
Bronx,Preservation,54,11,0,0,65,0,65
Bronx,Preservation,67,0,0,1,68,0,68
Bronx,Preservation,68,0,0,0,68,0,68
Bronx,Preservation,0,3,0,0,0,3,3
Bronx,New Construction,39,0,0,1,40,0,40
Bronx,New Construction,61,0,0,1,62,0,62
Bronx,Preservation,70,1,0,0,71,0,71
Bronx,New Construction,1,0,0,0,0,1,1
Bronx,New Construction,0,1,0,0,0,1,1
Bronx,Preservation,52,0,20,1,73,0,73
Bronx,Preservation,1,0,0,0,0,1,1
Bronx,Preservation,76,1,0,1,78,0,78
Bronx,Preservation,74,4,0,1,79,0,79
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,8,0,0,0,8,0,8
Bronx,Preservation,9,0,0,1,10,0,10
Bronx,Preservation,11,0,0,0,11,0,11
Bronx,Preservation,14,0,0,0,14,0,14
Bronx,Preservation,16,0,0,1,17,0,17
Bronx,Preservation,17,0,0,0,17,0,17
Bronx,Preservation,17,0,0,0,17,0,17
Bronx,Preservation,16,0,0,1,17,0,17
Bronx,Preservation,17,0,0,0,17,0,17
Bronx,Preservation,16,0,0,1,17,0,17
Bronx,Preservation,21,0,0,0,21,0,21
Bronx,Preservation,20,0,0,1,21,0,21
Bronx,Preservation,19,1,0,1,21,0,21
Bronx,Preservation,21,0,0,1,22,0,22
Bronx,Preservation,84,0,0,1,0,85,85
Bronx,Preservation,86,0,0,0,39,47,86
Bronx,Preservation,22,0,0,0,22,0,22
Bronx,Preservation,22,0,0,0,22,0,22
Bronx,Preservation,25,0,0,1,26,0,26
Bronx,Preservation,26,0,0,1,27,0,27
Bronx,Preservation,26,0,0,1,27,0,27
Bronx,Preservation,32,0,0,1,33,0,33
Bronx,Preservation,89,0,0,1,90,0,90
Bronx,Preservation,37,0,0,1,38,0,38
Bronx,Preservation,43,1,0,1,45,0,45
Bronx,Preservation,44,0,0,1,45,0,45
Bronx,Preservation,46,0,0,1,47,0,47
Bronx,Preservation,91,2,0,0,93,0,93
Bronx,Preservation,46,0,0,1,47,0,47
Bronx,Preservation,46,0,0,1,47,0,47
Bronx,Preservation,47,0,0,1,48,0,48
Bronx,Preservation,48,0,0,1,49,0,49
Bronx,Preservation,48,0,0,1,49,0,49
Bronx,Preservation,50,0,0,1,51,0,51
Bronx,Preservation,93,3,0,0,96,0,96
